quoter,quote,quotee,qomments,comments,id,1292
STL,meta-stupidity,ALT,a number of times,,1066927044140728450,
STL,meta non-stupidity,ALT,a number of times,,1066927082220830830,
ALT,"i opened up 14 minesweeper variants, and now i only have 3 minesweeper variants. this sucks",VLB,,,1067236476397572198,
AYB,Why does my hair jingle?,ALT,,,1067716955697590294,
DHH,i should release 50 flies in front rooms,ALT,,,1068024713084948581,
ALT,is crocodile meat good food,JB,,,1068088758160863272,
EJ,"the faster you code, the more time you have to debug",EJ's labmate,,,1068199273340084294,
EJ,"shine, coshine, thangent, shecant, coshecant, cothangent",EJ,,,1068271038183522347,
ALT,wait you know how group theory?,ALT,,,1068422936018567208,
ALT,yeah,DHH,,,1068422936018567208,
ALT,(extremely confused look),DHH,,,1068422936018567208,
ALT,(extremely confused look),DHH,,,1068422936018567208,
ALT,(extremely confused look),DHH,,,1068422936018567208,
ALT,oh that's good!!,DHH,,,1068422936018567208,
ALT,6 is a small number,VLB,,,1068681431192182784,
ALT,it's not a scam if people pay for it,EJ,,,1069033064426123324,
ALT,that's almost a direct quote from sbf,AAH,,,1069033064426123324,
ALT,is E even a letter?,AMS,,,1069109137096589413,
EJ,salmon is imaginary because it has an I in it,ALT,,,1069388589214990336,
ALT,"it's like you're playing set, but, you're not doing that, you're doing the opposite of playing set",DHH,,,1069415904380719258,
DHH,why are there so many cars??,ALT,in a parking garage,,1069708156768370740,
YW,20 elephants can fit in the mouth of a blue whale. like that's a fact,Chirag,,,1070448396852269227,
YW,10 hours of sunlight can power the earth for a year,Chirag,,,1070448396852269227,
YW,“The sentence ‘what is there’s an imposter underneath the mushrooms’ implies that there might be a fungus amongus,HJH,,,1070485681069097020,
HJH,I don't know if they want to be talked at math more me,DHH,,,1070804446323429378,
HJH,Those sure are some words,HJH,,,1070804446323429378,
HJH,I'll let you figure out what order they go in,DHH,,,1070804446323429378,
HJH,My life has 10 purpose,ALT,,,1070824767025848482,
HJH,*Several seconds pass*,ALT,,,1070824767025848482,
HJH,9,ALT,,,1070824767025848482,
HJH,...,ALT,,,1070824767025848482,
HJH,8,ALT,,,1070824767025848482,
ALT,"andy, i found your life's purpose. it was face down",AYB,,,1070825641152360468,
EJ,the stock market is like a giant game of poker,DHH,,,1071572491350327306,
ALT,can you explain what a dependent type is,EJ,,,1071575358782062622,
ALT,i just want to eat dinner,YW,,,1071575358782062622,
DHH,i wish there were more flies in the house,ALT,,,1071575445893566504,
HJH,I feel like I should not have the power to cause allergic reactions,ALT,,,1071660996294361120,
ALT,i prefer my neocolonialism steamed,HJH,,,1071662342326190090,
HJH,Your mental state is not a game object,DHH,,,1071902297564647514,
ALT,nobody lives in colorodo. who lives there?,overheard by some rando,,,1071933859005992991,
HJH,We put the cooking wine in a hot chocolate and give it to a freshman and then we cook the freshman so it's not illegal,YW,,,1071937071092076584,
ALT,what is political theory? *reads a long paragraph directly off the slide*,24.04 professor,,,1072210496008241304,
ALT,oh no,ALT,thinking,,1072210496008241304,
ALT,so that's the definition of political theory... according to chatgpt,24.04 professor,,,1072210496008241304,
ALT,oh yes,ALT,thinking,,1072210496008241304,
ALT,if you asked chatgpt to prove this with generating functions it could probably do it,18.212 professor,,,1072232059315175424,
ALT,yall have heard of chatgpt these days? yall are planning to use it on all your assignments yeah?,6.033 professor,,,1072233312090857503,
ALT,i've been vanbandoned,VLB,,,1072723151919788113,
ALT,ಠ_ಠ,ALT+LMN,,,1072723151919788113,
EJ,my name is pretty much exclusively used by other people,ABK,,,1072726105141821501,
DHH,all proofs are just plausible-sounding gibberish,recitation student,,,1072986389794263080,
RYN,Salmon is not the same as a lemon,VLB,,,1073021720434323538,
ALT,there are 10 people on this 9T,ALT,,,1073239636614336684,
ALT,"wow, that's more than 9",DHH,,,1073239636614336684,
AYB,"Don't relax, there can still be a blizzard",12.307 professor,,,1073338593566801950,
AYB,"Go fast, the cookies disappear",12.307 professor,,,1073338593566801950,
ALT,(begin having an extended conversation about school districts),"HJH, AMS, Jared",,,1073471418219638784,
ALT,"wait, what is a school district?",RN,several minutes later,,1073471418219638784,
CJQ,my hardware security pset has us doing machine learning in javascript,VLB,,,1074078723134988308,
CJQ,"you just said three phrases, no two of which should be said together",DHH,,,1074078723134988308,
ALT,"river? river deez- i mean, river, i hardly",CJQ,,,1074117459071737916,
HJH,"If you want the circle to go faster, you can press the button in the center of the steering wheel",AYB,,,1075188909069303859,
EJ,is it kosher to just spray a bunch of genetically engineered bacteria over a field?,labmate,,,1075475673537327155,
ALT,"if you're using [condensed milk] as a dipping sauce, i think i'd count you as half a person",VLB,,,1075547609013440563,
ALT,(discussion about drinking too much water),several people,,,1075551737814995047,
ALT,it's possible to drown yourself...,RYN,,,1075551737814995047,
ALT,with...,RYN,realizing how silly the thing they're about to say sounds,,1075551737814995047,
ALT,...water,RYN,resigning themselves to their fate,,1075551737814995047,
RN,"monads are great burritos... no, the other way around",DHH,,,1075559033148297246,
ALT,should i continue with my life of crime?,HJH,,,1075900403201364068,
ALT,yes,ALT,immediately,,1075900403201364068,
ALT,ok,HJH,,,1075900403201364068,
ALT,*starts to get out of the van to take the driver's seat*,HJH,,,1075900403201364068,
ALT,oh!,ALT,,,1075900403201364068,
DHH,course 6 is a path to jobs many consider well-paying,AWD,,,1075965828392034464,
ALT,as the mole with wings flies or tunnels,DHH,,,1075977786457596026,
AWD,You work for one of the A places. There are two of them - Akamai and Ab Initio,ABK,,,1075979712104501308,
ALT,mothfaldine,DHH,,,1075996407871311873,
ALT,have you ever seen a mountain?,DHH,,,1075997482045165619,
ALT,i'm from colorado,HJH,,,1075997482045165619,
ALT,"have you ever seen the peaks on a mountain, like, flop over",DHH,,,1075997482045165619,
HJH,*lights a sharpie on fire*,DHH+RYN,,,1076001192540372992,
HJH,What?! Why?! What are you doing?!,ALT,,,1076001192540372992,
HJH,...I want to do it again!,ALT,later,,1076001522153947227,
DHH,I don't think there's internet in Vermont,ABK,,,1076316980774183012,
DHH,... handle van repairs. I guess the van handle has been repaired,ABK,,,1076321260096737280,
HJH,"This is your captain speaking. We're cruising at around 30,000 feet. We've hit a bit of turbulence and that turbulence is that we don't have a space to sleep tonight, but we do have a place to eat dinner, so we can worry about that later",MITCB director,on a bus,,1076718783542075442,
ALT,is this the first time vgo has had microtones?,Ishika,,,1076997436918218752,
ALT,yes,Joey,,,1076997436918218752,
ALT,...,Joey,,,1076997436918218752,
ALT,intentionally,Joey,clarifying,,1076997436918218752,
CJQ,"cloverleaf. imagine like, a highway. goodbye.",ABK,,,1077311946937860267,
EJ,overproving is using FLT to show 2^3+5^3 is not a cube,ALT,,,1077365914770624562,
HJH,You have eyes on your ears,ALT,,,1077467028065112134,
HJH,"No, I'm just telepathic",DHH,,,1077467028065112134,
ALT,you can turn a competent bigon dancer into a competent apeirogon dancer by turning them inside out,DHH,,,1077470286913486898,
ALT,9 minus 4 is... what is it? [pause] is it 5? oh is that correct?,Alexander Postnikov,,,1077656594977923143,
EJ,128 is 7 and 8 is 3,VLB,trying to figure out how many teaspoons are in a gallon,,1077807161272447007,
ALT,sphence doubly sphither,DHH,,,1078155076943740949,
ALT,"hey, it's true!",DHH,,sus joining,1078155076943740949,
RN,hen is just a fancy word for now,DHH,,,1078155216052043856,
AYB,"I don't think hen is a word, even in Old English",RN,,,1078155692101353513,
ALT,"your favorite fibonacci number is 8, if i recall correctly",DHH,,,1078159446909386752,
CJQ,"why in the world would anyone want to do this? maybe if you want to encourage bad practices, like if you're designing C",Armando Solar-Lezama,,,1078393739342532618,
ALT,"alyssa, how hard is it to make your bagel?",DHH,,,1078520597031686155,
ALT,*confusion for about a minute*,HJH+ALT+AMS,,,1078520597031686155,
ALT,...oh!,AMS,,,1078520597031686155,
ALT,*confusion for about a minute*,HJH+ALT,,,1078520597031686155,
ALT,oh *that* bagel!!,ALT,,,1078520597031686155,
ALT,i'm glad someone else was even more confused than me,AMS,,,1078520597031686155,
ALT,so... what bagel?,HJH,,,1078520597031686155,
LBS,*confusion for about 12 hours*,HJH,,,1078520597031686155,
ALT,"ohh, *that* bagel!",HJH,,,1078520597031686155,
HJH,"This ""bag'll contain bagels eventually""",DHH,homophonously,,1078523143313948708,
RYN,The door is not an Active,DHH,,,1078870654834724976,
ALT,it's the average of a week and a month. assuming the month is slightly shorter than february,DHH,,,1078878632921014303,
HJH,Why do they call it ingredients when out gredient the [something something] in? ... Bananas,ALT,,,1079172101736517703,
DHH,You can't just take a basic solution and dump battery acid in it and call it soda,RYN,,,1079540484487266334,
AYB,How many minutes to the two-thirds is a can of peas?,DHH,,,1079977369944723496,
HJH,What time is rounds this Thursday?,HJH,,,1080256759618359377,
HJH,February 2nd,RYN,,,1080256759618359377,
HJH,*Blank stare*,HJH,,,1080256759618359377,
HJH,"Wait, what did you say?",RYN,,,1080256759618359377,
HJH,What time is rounds this Thursday?,HJH,,,1080256759618359377,
HJH,February 2nd. I stand by my answer,RYN,,,1080256759618359377,
YW,"Play the diamond of small, three",EJ,,,1080310254388121620,
ALT,"it's not even like, the pythagorean theorem; it's still in use today",6.033 recitation instructor,trying to explain the relevance of ethernet,,1080914566403342458,
ALT,98.6 is exactly equal to 37,HJH,,,1080997334344798370,
YW,It’s not gambling. It’s sampling from the probability distribution,EJ,,,1080999957378650172,
ALT,"yeah, we should definitely have bgoc on campus. but also...",RN,,,1081080099073437736,
ALT,(giggling),ALT+HJH,,,1081080099073437736,
ALT,...what? oh,RN,,,1081080099073437736,
ALT,eight billion and anything is where you right pull by with every person on earth,ABK,,,1081370608471920691,
LMN,what if I search my google drive for the words 'sex trap',AWD,,,1081845518658965505,
YW,ok so you're a switch. do you all feel switch-like? what does it mean to feel like a switch. you all are naughty,Katrina LaCurts,in some order,,1082382516494794792,
ALT,square dancing is naturally easy,Cally,,,1082499314024206347,
ALT,these are cursed words but dcolor/dt is non constant,EJ,,,1082503732979322942,
ALT,oh you can just unfrog yourself by turning yourself into a bear?,JB,,,1082559997231243297,
HJH,Having mini wheels doesn't imply the existence of wheels. Like mini golf--,ALT,,,1082794853575958639,
DHH,this is like the fourth succ I've succed today,HJH,,,1082797758987116686,
EJ,they make bikes heavy to make it impossible to throw into the Charles,KT,,,1083150506777640962,
ALT,"i go to bed red, i wake up green, come back from classes blue, do evening activities purple",ABK,,,1083169407540412437,
ALT,i'm looking ... stewforward ... to getting some points ... wait... no... i'm looking... forsteward... stew... stewforwar... for... stew... puns are hard,HJH,,,1083250176472395927,
ALT,what the f-,VLB,overlapping the end of that,,1083250176472395927,
HJH,Where do you live?,someone in 8.02,,,1083450539473387590,
HJH,A combination of East Campus and ET,HJH,,,1083450539473387590,
HJH,"Wait, Epsilon Theta, that's where Sam Bankman-Fried lived!",someone in 8.02,,,1083450539473387590,
KT,i thought the hedges already got trimmed?,AYB,,,1083557779119288320,
KT,well they got cosmetically adjusted,Barry,,,1083557779119288320,
HJH,"Holden has inherited so many things from Hayashi: place in front rooms, playing Beat Saber, and strong opinions about peanut butter",ALT,,,1083593712032034816,
RYN,You need to math harder,AYS,,,1083881351742234645,
YW,Jesus was born happened like now,AYB,,,1084255804116451368,
ALT,square isn't a shape,ALT,,,1084261458650611774,
ALT,something about not not not being... yes,JB,,,1084607052531384351,
KT,this piece of jewelry doesn't commit the cardinal gear sin,RYN,,,1084644992246624386,
ALT,i don't like zucchini,AYB,,,1085035374004420679,
ALT,yes you do,ALT,,,1085035374004420679,
ALT,i do?,AYB,,,1085035374004420679,
ALT,yeah,ALT,,,1085035374004420679,
ALT,i guess it's not that bad,AYB,,,1085035374004420679,
DHH,nobody say things about vegetables for the next 37 minutes,RYN,,,1085037911122124890,
RYN,Hot take: cauliflower is greener than corn,ABK,,,1085050924147429406,
KT,wait what's course 9,KT,,,1085284082252001291,
KT,the brain... the brain course,VLB,,,1085284082252001291,
HJH,"Where are you gonna put all of that, in the garage?!",rando at Costco,referencing our massive piles of food,,1085309741942706218,
HJH,Me sleeping in dorm causes global pandemics,CJQ,,,1085433849972002906,
HJH,The first time I slept in dorm I got mauled by a panther,VLB,,,1085433849972002906,
ALT,is magic coordinate legal at c1?,CJQ,,,1085573167206117397,
ALT,yes,AYB,,,1085573167206117397,
ALT,"so for some reason, banandy's voice sounded a lot like ||Alex       ||'s there",RYN,unironically,,1085573167206117397,
ALT,"now, officially, pi equals not 3.14, but 4.14. [pause] oh, sorry. pi equals 3.15",Alexander Postnikov,,,1085616501857464380,
ALT,39,rando,"in the middle of class, shouting",,1085626815407726722,
RYN,I don't understand people who don't understand proofs in th stme way that I don't understand straight people,DHH,,,1085748404291911700,
KT,the only languages i speak are English and Fortran,course 17 professor,,,1086133813027033100,
ALT,we deduce that olive is not an ideal gas,AYS,,,1086415438193369138,
DHH,six is a small number,ALT,,,1086433757269082123,
AYB,I say a bunch of dumb things that don't get quoted,HJH,,,1086482558780457041,
ALT,how do snakes... work?,HJH,,,1086482684353724548,
ALT,*lies on the ground and attempts to slither around*,HJH,,,1086482684353724548,
HJH,"What's negative negative 7, Banandy?",DHH,,,1086483614902005801,
HJH,It's negative 7... in English,ALT,,,1086483614902005801,
ALT,alex loses. due to lack of unpenguin,VLB,,,1086502311330840576,
ALT,a food i like to eat with a fork is banandy,VLB,,,1086525792944660501,
ALT,you have to say they're delicious. i lose,DHH,,,1086525792944660501,
HJH,I'm really good at living with people who commit fraud,ALT,,,1086558706776428606,
ALT,"i mean, we also need to do something while the katamari damacooks",RN,,,1086559103222038608,
ALT,how many multiples of indiana is a tank of gas,JB,,,1087142974158278807,
ALT,i don't like these ghostly arms. i want them to go away,ABK,,,1087150809646637118,
RYN,It basically turns people into werewolves,KT,,,1087361451557138443,
DHH,obviously everyone likes sex,instructor in 6.042 staff meeting,,,1087467684763017357,
KT,we should probably just keep the good words,RN,,,1087493552805781605,
DHH,"see, this is the problem with having a black hole in your living room",CJQ,,,1087594211492253726,
ALT,*mumbling*,AYB,,,1088287234735755304,
ALT,is sleepy ||alex        || trying to talk to us,DHH,,,1088287234735755304,
ALT,"oh, i thought you said CP ||alex        ||",HJH,,,1088287234735755304,
ALT,nooo hacking,AYB,mumbling,,1088287234735755304,
ALT,"so this, by the way, you're not supposed to understand",George Lusztig,on the material being taught,,1088538865838592081,
AYB,permangulator,Bill McKenna,,,1088559686296555622,
RYN,I think we all agree that there are 6 non-Tuesday days of the week. There's just debate over how many yes-Tuesday days there are.,AWD,,,1088653688677081211,
ABK,... because movies are buildings.,JB,,,1088657947858583642,
ABK,what,ABK,after a long pause,,1088657947858583642,
ABK,Sorry. Movie *theatres* are buildings.,JB,,,1088657947858583642,
ABK,"You haven't seen many movies, have you?",RN,,,1088657947858583642,
RYN,I have like hundreds of micro-abrasions,RYN,,,1089467989339934810,
RYN,You might even have one milli-abrasion,DHH,,,1089467989339934810,
ABK,... *Twenty-seven* bears!,ABK+JB,incredulously,,1091823479361380403,
AWD,I too have been in Nevada before. Would not recommend.,HER,,,1091852341239619615,
ALT,"it's only a shuttle while it's still approaching. once we get in it's a shut, and after we get off it's a shutted",ALT,,,1092221138492473505,
ALT,two is more than one. however! three is more than two.,DHH,profoundly,,1092272121406832680,
AYB,In the field trip on Saturday we'll be going to the tropics,12.377 professor,about Connecticut,,1092834576537243720,
AYB,water buffalo,12.377 professor,,,1092844235134349362,
EJ,why is he legally allowed to plea not guilty if he's guilty??,rando,,,1092997890231783485,
RYN,So tonight when you're in the shower thinking about electric fields...,20.330 professor,,,1093204655800062084,
ALT,why are there so many cars on this road???,DHH,,,1093671375643877386,
ALT,summer housing is the opposite of a theremin?,RYN,,,1093727853138419753,
ALT,yeah?,RN,as if it were obvious,,1093727853138419753,
ALT,yeah?,DHH,as if it were obvious,,1093727853138419753,
ALT,proceeds with the conversation as if nothing occurred,everyone except ALT,,,1093727853138419753,
HJH,I don't actually want all the prefrosh running around with a horcrux of me,AMS,,,1093737885578035343,
ALT,i forgot to run spirit island thing a week,AYB,,,1093756193601765446,
ALT,i also forgot to announce it,RN,,,1093756193601765446,
ALT,"you can just think of everything at once, and then you're not forgetting anything. you just need a large brain",RN,,,1093757980899553311,
HJH,Lotta is a lot of fun to dance with,RYN,,,1093758174269550713,
RN,"hover is like 🕴️, hover telemark is like 🕴️ telemarketing",HJH,,,1093762827992453131,
ALT,i should now make apiconasal consonants,RN,,,1093772690768281651,
ALT,,RN,,,1093772690768281651,
ALT,,RN,,,1093772690768281651,
ALT,ngnnnggghh!,RN,,,1093772690768281651,
ALT,why would a math teacher have a calculator??,RN,incredulously,,1093798786788237353,
DHH,courseroading is not fun when you have to do it as a math problem,recitation student,,,1093990256862306467,
YW,Is this the code for the van is turning into an airplane and flying to Brazil?,VLB,,,1094024379828031569,
AYB,Pasta or Thursday. Which one's better?,JB,,,1094064038729748480,
RYN,Alex's spine is a tall disc stack,HJH,,,1094479281243041862,
HJH,Sphence doubly sphither,DHH,,,1094735546569457776,
HJH,*intense thinking*,JB,,,1094735546569457776,
HJH,Is this confusing?,DHH,,,1094735546569457776,
HJH,Yes,JB,,,1094735546569457776,
ALT,"*rings the bell twice, very clearly and distinctly*",EJ,,,1094742148190060784,
ALT,that's one bell,EJ,,,1094742148190060784,
VLB,"we use some magic numbers, and now we can execute this function called `i am hacked`",hardware security professor,,idk how to add the context naturally,1095767652288434236,
RYN,"You have people who name themselves after integers like Nine and there are people who name themselves after irrational numbers like Pi, but it feels like people are neglecting the entire complex plane of number names",Howard,,,1095832201217708102,
HJH,"...spirit island, the board game",rando in Maseeh Dining,,,1095832584728100915,
CJQ,prefrosh don't have legs,YW,,,1096172137288564766,
CJQ,so stimming is just idle animations?,YW,,,1096174212105916526,
ALT,wait...! 1 is an integer,HJH,,,1096517069643722853,
HJH,I figured out the answer... but you look like you're having fun,ASA,during a puzzle hunt,,1096605886539120803,
ALT,*falls off the couch*,AYB,,,1096948840986333256,
ALT,not again...,ALT,,,1096948840986333256,
ALT,no that was intentional,AYB,,,1096948840986333256,
ALT,i feel like i am putting on another face!!,YW,on eating watermelon,,1097282170202107985,
RYN,And they just slide together like LEGOs,JB,on summer boarders,,1097394495701651486,
HJH,7+5 is 13,ALT,,,1097411568980987914,
KT,i was listening to a 99% invisible episode about snow plowing protocols,RYN,,,1097505786059563059,
DHH,you can play shuffleboard with full size burgers too,ABK,,,1098039771676291104,
RYN,Today I remembered Ixa exists,RYN,,,1098088038531338322,
RYN,Ixists,HJH+ALT,simultaneously,,1098088038531338322,
ALT,"what's that from, the million dollar man?",ABK,,,1098088309881831474,
ALT,*googling noises*,ABK,,,1098088309881831474,
ALT,"oh, no, i was off by a factor of 6",ABK,,,1098088309881831474,
ALT,*confused noises*,everyone except HJH,,,1098088309881831474,
ALT,the movie is actually called the six million dollar man,ABK,,,1098088309881831474,
RYN,I think I don't think rhymes are as good as you think rhymes are good as Alex is tall,ALT,,,1098092643189276713,
RYN,That parsed as well as Alex is tall,ABK,,,1098092643189276713,
HJH,I don't know if I feel comfortable touching a calculator that way,YW,,,1098101788210626600,
RYN,Do you want to label the new account something specific?,bank person,,,1098248000909869207,
RYN,How about sharkvan,KT,,,1098248000909869207,
RYN,"Well I've never opened a shark or a van, but okay",bank person,confused,,1098248000909869207,
ALT,(shouting) at holden! are you around? no,YW,"trying and failing to use the ""shouting at HJH"" platform",,1098359864662708364,
EJ,if you can ground a beef you can floss a pork,VLB,,,1098373000769831003,
VLB,"you know, i believe there's at least one linguist who is an ostrich",ABK,,,1098538514712379492,
VLB,i agree,ALT,,,1098538514712379492,
RYN,If you put something heavy - like 120 femtograms...,20.330 professor,,,1098989586207756398,
RYN,Who's French in this day and age?,AYB,,,1099174848460230716,
RYN,Oh I forgot to mention. I killed a shark the other day.,HJH,,,1099457839547814020,
ALT,how on earth can a duck be any color but gray?,RYN,,,1100616506221531156,
ALT,can you get the ffmpphpphmmpp without getting the dadalada,DHH,,,1100992016634085436,
DHH,Wait! AOK is real!?,RYN,,,1102044753610158161,
RN,the letter s exists. this is a complicated fact.,ALT,,,1102092456843034714,
RN,it would be really terrible if i were a javascript program.,ALT,,,1102093111469027379,
RYN,I cannot exist in a vacuum,HJH,,,1102123519715840010,
EJ,there's a dog staring at me,ALT,driving the van,,1102947178525233194,
EJ,Woof woof,dog,literally 1 second later,,1102947178525233194,
ALT,*writes down an expression depending on n*,Alexander Postnikov,,,1103368440456163368,
ALT,*computes it for the first few n and gets 1*,Alexander Postnikov,,,1103368440456163368,
ALT,"now we can do, like, principle of incomplete mathematical induction... that's what physicists do, if they do something for n=1, and n=2...",Alexander Postnikov,,,1103368440456163368,
ALT,"*writes down ""= 1""*",Alexander Postnikov,,,1103368440456163368,
AMS,paper quality is uncorrelated with reproducibility,AAH in the banana lounge,,,1103390961331077220,
ALT,[revs engine aggressively],other car at a red light,,,1103675376850448414,
ALT,why did they do that?,YW,,,1103675376850448414,
ALT,because they're really cool. didn't you hear that?,HJH,,,1103675376850448414,
EJ,Victor has set off the fire alarm before so I'm just following my big,CJQ,,,1103781672949911662,
ALT,"what are you going to do, mouth to mouth your tax collector? come over here and give me a little kissy!",CJQ,,,1103917938056110250,
VLB,...from the is you fame,ALT,clarifying,,1103918267216695387,
HJH,Time is an illusion,ABK,,,1103933999392501810,
HJH,And so are pants,ALT,,,1103933999392501810,
ALT,yeah we're doing a fermata on killing friends and family,Silu,,,1104472621262848100,
HJH,"So I walked into pit, and I went to the laundry machine looking for pasta, and I almost opened it before I realized my mistake",ALT,,,1104619243233886318,
HJH,"Wait, I do the exact opposite. I go into OTL to try to get my laundry",VLB,,,1104619243233886318,
ALT,pastina...! pardina...! polina...!,HJH,musing on things to cook,,1104619933905723462,
ALT,i think fluff ends in 'a' more than pea does,HJH,,,1104630300073525339,
ALT,everyone playing mafia is gay,DHH,,,1105260038831996948,
ALT,what,RN,,,1105260038831996948,
ALT,"but like, platonically",VLB,,,1105260038831996948,
ALT,what,RN,,,1105260038831996948,
CJQ,"If you're looking at [multi-stage programming] and thinking, wow that looks really fun, you should consider grad school.",Feser,,,1105555520737263757,
HJH,"Even if you don't live at ET, you probably live somewhere",ALT,,,1106080681752264795,
RYN,"I am neither a small child nor an old, table-wielding sage, and I understand toki pona",ALT,,,1106437276667498576,
ALT,are there any solid foods?,HJH,,,1106684299501129779,
HJH,ET is more of a place for producing quotes than the thing it's actually supposed to be,ALT,,,1106702107865796739,
ALT,"i mean 9 is prime, honestly",DHH,,,1106755154188963971,
ALT,*sniff sniff*,RN,,,1106760419231678555,
ALT,*sniff sniff*,RN,,,1106760419231678555,
ALT,*sniff sniff*,RN,,,1106760419231678555,
ALT,i agree i can't smell the inside of my nose,RN,,,1106760419231678555,
HJH,For example the sentence 'Bob eats a cat' ... what a terrible sentence,AMS,,,1106774120206716929,
ALT,as house manager...!,AYB,,,1106827963086946314,
ALT,i should remind everyone...!,AYB,,,1106827963086946314,
ALT,that when you're done with front rooms...!,AYB,,,1106827963086946314,
ALT,you should close the windows...!,AYB,,,1106827963086946314,
ALT,to prevent...!,AYB,,,1106827963086946314,
ALT,...,AYB,,,1106827963086946314,
ALT,...mit police from telling us to close our windows!,AYB,,,1106827963086946314,
CJQ,"i'm learning c5, which is an extension of c4 with supermeta concepts",rando in the banana lounge,in CJQ's dream,,1107044877834911754,
RYN,"Bells, whistles, and quacks. The three genders.",CJQ,,,1107102079589285938,
HJH,*rings the bell once by the back stairs*,EJ,,,1107420888133013565,
HJH,*rings the bell twice by front rooms*,EJ,,,1107420888133013565,
HJH,"wait, that's one bell",EJ,,,1107420888133013565,
ALT,7 is the smallest prime,DHH,,,1107532262301499454,
EJ,second degree Erik Demaine simp,YW,,,1107533146699866182,
RYN,You sneeze less than once every other day? That's so powerful. What do you do with all that time?,DHH,,,1107682713865027674,
VLB,my favorite moment in sanitizing was when the sanitizer said 'it's liming time' and limed all over the limes,CJQ,,,1108840429769728000,
RN,"Oh I know. CJ is ace, so he undergoes asexual reproduction.",LMN,,,1108865839417004063,
HJH,There are no bananas on 4th table,HJH,,,1108883078966939741,
HJH,That's false,ALT,,,1108883078966939741,
HJH,*sits on 4th table*,ALT,,,1108883078966939741,
HJH,Are you sure you're Banandy?,HJH,,,1108885865981284443,
HJH,Yes,ALT,,,1108885865981284443,
EJ,MIT coming around in 5 minutes,ALT,,,1108886743832346624,
ALT,i... like... wow!!!,HJH,,,1109253623273226290,
ALT,wha-,DHH,,,1109253623273226290,
ALT,you missed the first 30 seconds of this,HJH,,,1109253623273226290,
RYN,It's whiteboard time,DHH,,,1109255226227163197,
ALT,there's also a webapp. which you can use to cut off heads,RN,,,1109258960957100142,
RYN,I feel like quantum physics was more of a mistake than oceans,HJH,,,1109273962975871028,
HJH,"If OneNote is so good, why isn't there a OneNote 2?",VLB,,,1109317706173399232,
HJH,TwoNote,HJH,quietly,,1109317706173399232,
HJH,Victor! It was right there!,ALT,appalled,,1109317706173399232,
HJH,Is there a problem?,VLB,,,1109317706173399232,
HJH,Yes! I'm in pain!,ALT,,,1109317706173399232,
ALT,"my strategy is, if i don't like the move, i try a different one",VLB,profoundly,,1109333834064986182,
ALT,"my favorite part of the movie was when della said ""it's whiteboardin' time"" and whiteboarded all over the place",ALT,,,1109335403468685312,
AYB,"Oh, Holden's not here",ALT,walking into front rooms,,1109942534144270347,
AYB,...?,AYB,,,1109942534144270347,
AYB,...?,HJH,,,1109942534144270347,
AYB,Oh well,ALT,walking out of front rooms,,1109942534144270347,
ALT,there have been three things that have happened today. among other things,HJH,,,1109965607304167495,
HJH,I'm studying for an exam in milk,HJH,,,1109986072793989192,
HJH,Induction is a very strawberry thing,DHH,,,1109986072793989192,
HJH,What?!,AYB,,,1109986072793989192,
JY,Every fire gives you the opportunity to build sometiing that is also flammable,LBS,,,1109993492991717387,
RYN,Well Lumia is bigger than Holden's air conditioner,ALT,,,1110761940835385405,
RYN,That person wasn't Holden,DHH,,,1110762158825930795,
RYN,Really?,ALT,,,1110762158825930795,
RYN,Nice try though,DHH,,,1110762158825930795,
RYN,That person _is_ Holden. He's Holden an air conditioner.,DHH,later,sus joining,1110762158825930795,
ALT,the issue is that L sucks. like L stands for least favorite letter,HJH,,,1111059424782594202,
HJH,zed zed zed zed zed,CJQ,,,1111087395677409300,
HJH,zed?,VLB,,,1111087395677409300,
HJH,That's how Canadians snore,CJQ,,,1111087395677409300,
ALT,"man, i have a bunch of 'e's typed in on my discord",JB,disappointed,,1111153114167394384,
RN,squares badges are for wednesdays and not mondays,JB,,,1111174608238936075,
HJH,*fighting over who gets to lock the door*,ALT+AYB,,,1111375996592074833,
HJH,Look! A banana!,AYB,,,1111375996592074833,
HJH,A banana? Where?,ALT,,,1111375996592074833,
HJH,Give me a font that is available in Gmail: *Reads a list of fonts*,AYB,filling out a madlib,,1111379627110301798,
HJH,"Comic Sans MS, obviously",ALT+HJH,in sync,,1111379627110301798,
STL,ZFC is the one with air conditioning. ZF is the one that's overheated.,JB,,,1111535055555264582,
ALT,"ok so suppose there's, like, 100 guatellamas",ABK,overlapping,,1111539585776881684,
ALT,"this has to be one of the most absurd conversations i've had in this room, and that's saying something",RYN,overlapping,,1111539585776881684,
ALT,"[many words] ... what other nevada facts? geologically, ... [many words]",AYB,,,1112647121527644190,
ALT,i made the mistake of asking where las vegas is,JY,,,1112647121527644190,
ALT,*walks up to ritam*,AWD,,,1113266905680183438,
ALT,ritam is not useful to me,AWD,,,1113266905680183438,
RYN,"If you play four board bughouse it's like you're in lines facing in, so you can square dance while you play",CJQ,,,1113298682566168697,
RYN,What if the island were square dancing?,RN,,,1113299383606317107,
RYN,"Yeah, that makes more sense",CJQ,,,1113299383606317107,
RYN,Spirit Torus,ALT,,,1113299770203705514,
ALT,"..., as the local expert on wind [the squares concept]",DHH,,,1113328107366129705,
ALT,"well, you're the global expert",RN+ALT,simultaneously,,1113328107366129705,
